"gender","grad_year","transfer","major","minor","returning_member","intern_job_count","Java","Python","R","SQL","C.C..","JavaScript.TypeScript","Languages","NumPy","Pandas","SciPy","Scikit.learn","PyTorch","Tensorflow","Math.4A","CS.9","Calculus.Math.3A.Math.3B.AP.Calc","Math.6A","Math.8.PSTAT.8.CS.40","PSTAT.10","PSTAT.120A","PSTAT.120B","PSTAT.126","PSTAT.160A.160B","Math.117","PSTAT.131","Math.108A","CS.165A.165B","PSTAT.135","Career.fair","Professional.workshops","Technical.workshops","Company.talks...Data.talks","Social.events","Project.groups","Events","Career.Goal","Tableau","Power.BI","Matplotlib","SAS","Looking_for_internship","Looking_for_full_time","internship_or_full_time","Prefer.Remote","Top.desired.location","Top.desired.state","Industry.Preferences","Number.of.completed.data.science.projects","Data_Science_Technologies","research_job_count","Data.Science.Skills","Merged_Languages","Courses","Packages","ID"
"Male",2027,"No","Economics/Economics & Accounting, Statistics & Data Science","","No",2,"No","Yes","Yes","No","No","No","Python, R","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Scientist","No","No","No","No","Yes","No","internship","No preference","Germany","","Education",2,"Excel, Apache Kafka, Azure, Databricks, D3.js, RapidMiner, BigQuery",3,"Natural Language Processing","Python, R","CS.9, Calculus.Math.3A.Math.3B.AP.Calc","NumPy, Pandas",114
"Female",2027,"No","Statistics & Data Science","","No",0,"No","Yes","Yes","Yes","No","No","Python, R, SQL","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","Yes","Yes","Yes","Yes","Yes","No","internship","Remote","United States","New York","Education",3,"Power BI, Apache Kafka, Databricks, SPSS, Alteryx, Snowflake",4,"Predictive Analytics","Python, R, SQL, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10","NumPy, Pandas",115
"Male",2027,"No","Statistics & Data Science","","Yes",0,"Yes","Yes","Yes","Yes","Yes","Yes","Java, Python, R, SQL, C.C..","No","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks","Data Analyst","Yes","Yes","Yes","No","Yes","No","internship","No preference","Canada","","Finance",7,"Power BI, RapidMiner",0,"","Java, Python, R, SQL, C.C..","Math.8.PSTAT.8.CS.40, PSTAT.120A","Pandas, Scikit.learn, PyTorch, Tensorflow",116
"Male",2027,"No","Statistics & Data Science","","No",0,"No","No","No","No","Yes","No","C.C..","No","No","No","No","No","No","Yes","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","No","Yes","Yes","No","Yes","No","internship","Remote","Australia","","Tech",2,"Tableau, Power BI, AWS (Amazon Web Services), RapidMiner",1,"Data Visualization, Natural Language Processing","C.C..","Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, PSTAT.10","",117
"Male",2027,"No","Statistics & Data Science","","No",0,"No","Yes","Yes","Yes","No","No","Python, R, SQL","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Engineer","Yes","No","Yes","Yes","Yes","No","internship","No preference","United States","Texas","Manufacturing",2,"Hadoop, Apache Kafka, SAS, Jupyter Notebook, BigQuery, Snowflake",1,"Data Visualization, Predictive Analytics, Data Wrangling","Python, R, SQL, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, PSTAT.10","",118
"Female",2027,"No","Statistics & Data Science","None as of now","No",0,"No","Yes","Yes","Yes","No","No","Python, R, SQL","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Project.groups","Data Analyst","Yes","Yes","Yes","Yes","Yes","No","internship","No preference","United States","Texas","Tech",4,"Tableau, Excel, Hadoop, GCP (Google Cloud Platform), SPSS, Jupyter Notebook, D3.js, RapidMiner, BigQuery, Snowflake",4,"Predictive Analytics","Python, R, SQL, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, PSTAT.10","",119
"Male",2027,"No","Statistics & Data Science","","No",0,"No","Yes","No","No","No","No","Python","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Project.groups","Data Scientist","Yes","Yes","No","Yes","Yes","No","internship","In person","United States","New York","Tech",6,"Excel, Hadoop, Spark, SAS, SPSS, RapidMiner",0,"Data Visualization, Deep Learning, Predictive Analytics","Python, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc","",120
"Female",2027,"No","Statistics & Data Science, Geography ","Japanese","No",0,"No","Yes","Yes","No","No","No","Python, R","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Engineer","Yes","No","Yes","Yes","Yes","No","internship","No preference","United States","New York","Tech",1,"Tableau, Apache Kafka, AWS (Amazon Web Services), GCP (Google Cloud Platform), SPSS, D3.js, BigQuery",3,"Natural Language Processing, Predictive Analytics, Data Wrangling","Python, R, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, PSTAT.120A","",121
"Male",2027,"No","Mathematics/Applied Mathematics","","No",0,"Yes","Yes","No","Yes","Yes","No","Java, Python, SQL, C.C..","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Scientist","No","No","Yes","Yes","Yes","No","internship","In person","United States","New York","Tech",1,"Power BI, Spark, Apache Kafka, Azure, Hive, Snowflake",4,"Predictive Analytics, Data Wrangling","Java, Python, SQL, C.C.., SAS","Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, Math.117, Math.108A","",122
"Female",2027,"No","Economics/Economics & Accounting, Statistics & Data Science","","Yes",0,"Yes","Yes","Yes","Yes","Yes","Yes","Java, Python, R, SQL, C.C..","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","Yes","Career.fair, Company.talks...Data.talks, Project.groups","Data Engineer","No","Yes","Yes","Yes","Yes","No","internship","No preference","United States","Georgia","Tech",4,"Tableau, Spark, Apache Kafka, Airflow, Databricks, SAS, Hive",4,"Machine Learning, Natural Language Processing","Java, Python, R, SQL, C.C.., SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A","",123
"Female",2027,"No","Economics/Economics & Accounting, Statistics & Data Science","","No",0,"Yes","Yes","Yes","Yes","No","No","Java, Python, R, SQL","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Career.fair, Social.events, Project.groups","Data Engineer","Yes","Yes","No","No","Yes","No","internship","Remote","United States","Texas","Tech",7,"AWS (Amazon Web Services), GCP (Google Cloud Platform), Azure, Databricks, D3.js, Hive, Snowflake",0,"Machine Learning, Natural Language Processing","Java, Python, R, SQL","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B","NumPy, Pandas",124
"Female",2027,"No","Financial Math & Statistics","","No",1,"No","No","Yes","No","No","No","R","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Engineer","Yes","No","No","Yes","Yes","No","internship","In person","United States","Pennsylvania","Tech",4,"Power BI, Excel, D3.js, Snowflake",0,"Data Visualization, Deep Learning, Natural Language Processing, Data Wrangling","R, SAS","Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, Math.117","",125
"Female",2027,"No","Statistics & Data Science","","No",1,"No","Yes","Yes","No","No","No","Python, R","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Social.events, Project.groups","Data Analyst","Yes","Yes","No","Yes","Yes","No","internship","Remote","United States","Illinois","Tech",2,"Tableau, Hadoop, SAS, Alteryx, Snowflake",3,"","Python, R, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10","",126
"Female",2027,"No","Mathematics/Applied Mathematics, Statistics & Data Science","","No",0,"Yes","Yes","No","No","No","No","Java, Python","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","No","Yes","No","Yes","Yes","No","internship","In person","United States","Florida","Tech",4,"Excel, Hadoop, Spark, Airflow, Databricks, SPSS, RapidMiner, Snowflake",2,"Predictive Analytics","Java, Python, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, Math.108A","NumPy, PyTorch",127
"Female",2027,"No","Statistics & Data Science","","No",0,"Yes","Yes","Yes","Yes","No","Yes","Java, Python, R, SQL","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Career.fair, Professional.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Engineer","No","No","Yes","No","Yes","No","internship","No preference","United States","Florida","Tech",0,"Excel, Hadoop, Spark, Databricks, SPSS, Jupyter Notebook, RapidMiner, Alteryx",1,"Machine Learning","Java, Python, R, SQL","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, PSTAT.10, PSTAT.120A","NumPy",128
"Female",2027,"No","Statistics & Data Science","","Yes",0,"No","Yes","No","No","No","No","Python","No","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","Yes","Yes","Yes","No","Yes","No","internship","No preference","United States","Georgia","Tech",1,"Airflow, AWS (Amazon Web Services), D3.js, Hive",4,"Machine Learning, Deep Learning, Predictive Analytics","Python","CS.9, Math.6A, PSTAT.10, PSTAT.120A","",129
"Female",2027,"No","Statistics & Data Science","","No",1,"Yes","Yes","Yes","No","No","Yes","Java, Python, R","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Social.events, Project.groups","Data Scientist","No","Yes","No","No","Yes","No","internship","In person","United States","Texas","Tech",4,"Power BI, Hadoop, AWS (Amazon Web Services), Databricks, Jupyter Notebook",4,"Machine Learning, Data Wrangling","Java, Python, R","CS.9, PSTAT.126","NumPy, Pandas, Scikit.learn",130
"Male",2027,"No","Statistics & Data Science","","No",1,"Yes","Yes","Yes","Yes","No","No","Java, Python, R, SQL","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Scientist","No","No","No","No","Yes","No","internship","No preference","Australia","","Tech",5,"Spark, AWS (Amazon Web Services), GCP (Google Cloud Platform), Alteryx",4,"Data Visualization, Machine Learning, Deep Learning","Java, Python, R, SQL","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, PSTAT.10, PSTAT.120A","",131
"Male",2027,"Yes","Computer Science/Computer Engineering","Statistics","No",0,"Yes","Yes","No","No","Yes","Yes","Java, Python, C.C..","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","Yes","Career.fair, Technical.workshops, Project.groups","Data Engineer","Yes","No","No","Yes","Yes","No","internship","Remote","Canada","","Tech",7,"Tableau, GCP (Google Cloud Platform), Azure, SAS, SPSS, BigQuery, Hive",1,"Deep Learning","Java, Python, C.C.., SAS","Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.120A","",132
"Male",2027,"No","Computer Science/Computer Engineering","None","Yes",0,"No","Yes","Yes","Yes","Yes","No","Python, R, SQL, C.C..","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Career.fair, Professional.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Engineer","No","Yes","Yes","Yes","Yes","No","internship","No preference","United States","Illinois","Tech",6,"Excel, AWS (Amazon Web Services), RapidMiner, Snowflake",3,"Machine Learning, Deep Learning, Predictive Analytics","Python, R, SQL, C.C.., SAS","Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B","NumPy, SciPy, PyTorch, Tensorflow",133
"Male",2027,"No","undeclared but going into physics","","No",1,"No","Yes","No","No","Yes","No","Python, C.C..","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Engineer","No","No","No","No","Yes","No","internship","Remote","United States","Michigan","Tech",4,"Tableau, Spark, Apache Kafka, Airflow, Jupyter Notebook, BigQuery",0,"","Python, C.C..","Calculus.Math.3A.Math.3B.AP.Calc","",134
"Male",2027,"No","Statistics & Data Science, Economics","","No",1,"No","Yes","No","No","No","No","Python","No","No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Engineer","Yes","No","Yes","No","Yes","No","internship","Remote","Germany","","Finance",4,"Apache Kafka, Databricks",2,"Deep Learning, Predictive Analytics","Python","Calculus.Math.3A.Math.3B.AP.Calc, Math.6A","",135
"Female",2027,"No","Economics/Economics & Accounting, Statistics & Data Science","","No",0,"No","Yes","Yes","Yes","No","No","Python, R, SQL","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events","Data Analyst","Yes","No","No","Yes","Yes","No","internship","In person","Germany","","Tech",6,"SAS, RapidMiner, Alteryx",2,"Data Visualization, Predictive Analytics, Data Wrangling","Python, R, SQL, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A","",136
"Male",2027,"No","Statistics & Data Science","","No",2,"No","Yes","Yes","No","No","No","Python, R","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","Yes","Yes","No","Yes","Yes","No","internship","Remote","Canada","","Tech",7,"Apache Kafka, Airflow, GCP (Google Cloud Platform), Databricks, SAS, Hive, Snowflake",1,"Machine Learning, Natural Language Processing, Predictive Analytics","Python, R, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, PSTAT.10","",137
"Male",2027,"No","Electrical engineering","Statistics and Data Science","No",1,"Yes","Yes","No","Yes","Yes","Yes","Java, Python, SQL, C.C..","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Career.fair, Professional.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Scientist","No","No","No","No","Yes","No","internship","Remote","United States","Georgia","Tech",0,"Tableau, Excel, D3.js, Alteryx, Hive, Snowflake",3,"Data Visualization, Deep Learning, Data Wrangling","Java, Python, SQL, C.C..","Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.120A","NumPy, Pandas, Scikit.learn, PyTorch, Tensorflow",138
"Male",2027,"No","Statistics & Data Science","","No",0,"No","Yes","Yes","No","No","No","Python, R","No","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Engineer","Yes","Yes","No","Yes","Yes","No","internship","Remote","United States","Ohio","Tech",2,"Tableau, Power BI, GCP (Google Cloud Platform)",3,"Machine Learning, Predictive Analytics","Python, R, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, Math.108A","Pandas",139
"Female",2027,"No","Statistics & Data Science","","No",0,"No","Yes","Yes","Yes","No","No","Python, R, SQL","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks","Data Scientist","No","No","No","No","Yes","No","internship","In person","United States","Ohio","Finance",0,"Excel, Apache Kafka, GCP (Google Cloud Platform), Alteryx, Hive, Snowflake",2,"Machine Learning","Python, R, SQL","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A","",140
"Male",2027,"No","Statistics & Data Science","","Yes",1,"Yes","Yes","Yes","Yes","Yes","No","Java, Python, R, SQL, C.C..","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks","Data Scientist","No","Yes","Yes","No","Yes","No","internship","No preference","United Kingdom","","Tech",5,"AWS (Amazon Web Services), GCP (Google Cloud Platform), SPSS, D3.js, BigQuery",1,"Deep Learning, Data Wrangling","Java, Python, R, SQL, C.C..","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A","NumPy, Pandas, SciPy, Scikit.learn, PyTorch, Tensorflow",141
