"gender","grad_year","transfer","major","minor","courses","returning_member","prog_lang_exp","python_package","intern_job_count","club_resource"
"Male","2025","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 117, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126, PSTAT 160A/160B","Yes","Java, JavaScript/TypeScript, Python, R, SQL","NumPy, Pandas, PyTorch, SciPy",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2027","No","Biology","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, PSTAT 10, PSTAT 120A, PSTAT 120B","No","C/C++, Java, Python, R","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups"
"Male","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus)","No","C/C++, JavaScript/TypeScript, Python, SQL","NumPy, PyTorch, Scikit-learn",0,"Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Mathematics/Applied Mathematics, Statistics & Data Science","none","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A","Yes","C/C++, Python, R, SQL","NumPy, Scikit-learn, Tensorflow",2,"Social events, Project groups"
"Male","2026","No","Geophysics","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A","No","Python","",1,"Career fair, Company talks & Data talks, Social events, Project groups"
"Female","2025","No","Mathematics/Applied Mathematics, Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 108A, Math 117, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126, PSTAT 131, PSTAT 160A/160B","No","C/C++, Python, R, SQL","NumPy",0,"Career fair, Professional workshops (e.g. Resume, LinkedIn, etc.), Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2028","No","Statistics & Data Science","","","No","","",0,"Career fair, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2024","Yes","Statistics & Data Science","","Math 108A, Math 117, PSTAT 10, PSTAT 120A, PSTAT 120B","No","C/C++, Python","NumPy, Pandas, PyTorch, Scikit-learn, Tensorflow",0,"Social events, Project groups"
"Male","2027","No","Financial Math & Statistics","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 120A","No","C/C++, Java","",1,"Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A","No","Python, R, SQL","",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2026","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 108A, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126","Yes","Python, R, SQL","NumPy, Pandas, Scikit-learn",1,"Career fair, Project groups"
"Male","2026","Yes","Statistics & Data Science, Physics","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 108A, PSTAT 10, PSTAT 120A","No","C/C++, Java, Python","NumPy, Pandas, PyTorch",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Computer Science/Computer Engineering, Statistics & Data Science",NA,"Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 108A, PSTAT 10, PSTAT 120A, PSTAT 120B","Yes","C/C++, Java, JavaScript/TypeScript, Python, R, SQL","NumPy, Pandas",2,"Project groups"
"Female","2026","No","Financial Math & Statistics","Professional Writing Minor: science communication","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 117, PSTAT 10, PSTAT 120A, PSTAT 160A/160B","Yes","Java, Python, R, SQL","",2,"Career fair, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2026","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A","Yes","JavaScript/TypeScript, Python, R, SQL","NumPy, Pandas, Scikit-learn",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Mathematics/Applied Mathematics","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 108A, Math 117, PSTAT 120A","No","C/C++, Python, SQL","NumPy, SciPy",0,"Career fair, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups"
"Male","2025","No","Financial Math & Statistics","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 117, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 160A/160B","Yes","Python, R, SQL","NumPy, Pandas, SciPy",2,""
"Male","2028","No","Financial Math & Statistics","","Calculus (Math 3A, 3B, or AP Calculus)","No","Java, Python","Pandas",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2025","Yes","Economics/Economics & Accounting, Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B","No","Java, Python, R, SQL","NumPy, Pandas",2,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2025","Yes","Economics/Economics & Accounting, Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B","No","Python, R, SQL","NumPy, Pandas",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2025","No","Psychological & Brain Sciences, Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126, PSTAT 131","No","Python, R, SQL","NumPy, Pandas, Scikit-learn",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups"
"Male","2025","Yes","Economics/Economics & Accounting, Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B","Yes","C/C++, Python, R","Pandas",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups"
"Male","2028","No","Mathematics/Applied Mathematics","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","Java","",1,"Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2027","No","Economics/Economics & Accounting, Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 8/PSTAT 8/CS 40, PSTAT 10","No","Java, R","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Computer Science/Computer Engineering","","PSTAT 120A","No","C/C++, Java, JavaScript/TypeScript, Python, SQL","NumPy, PyTorch, Scikit-learn, SciPy, Tensorflow",1,"Career fair, Company talks & Data talks, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2026","No","Economics/Economics & Accounting, Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 120A, PSTAT 120B","Yes","C/C++, Python, R, SQL","NumPy, Pandas, PyTorch, Scikit-learn, SciPy, Tensorflow",2,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2025","Yes","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126","No","C/C++, Python, R","NumPy, Pandas",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10","No","Java, Python, R","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2026","No","Economics/Economics & Accounting, Statistics & Data Science","","CS 165A/165B, Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A","No","C/C++, Java, R","",0,""
"Male","2027","No","Computer Science/Computer Engineering","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 120A","Yes","C/C++, Java, JavaScript/TypeScript, SQL","",1,""
"Male","2026","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 108A, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126","Yes","Java, Python, R, SQL","",1,"Career fair, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2026","Yes","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 8/PSTAT 8/CS 40, PSTAT 10","No","C/C++, R","",0,"Career fair, Company talks & Data talks, Social events, Project groups"
"Male","2026","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 108A, PSTAT 10, PSTAT 120A","No","C/C++, JavaScript/TypeScript, Python, R, SQL","NumPy, Pandas, PyTorch",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Computer Science/Computer Engineering","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40","No","C/C++, Java, JavaScript/TypeScript, Python","Pandas",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2026","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, PSTAT 120A","No","Python, R","",0,"Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Computer Science/Computer Engineering","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","Java, Python","",0,""
"Male","2026","Yes","Mathematics/Applied Mathematics, Statistics & Data Science","","","No","Python, R, SQL","NumPy, Pandas, PyTorch, Scikit-learn, Tensorflow",1,"Career fair, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2025","Yes","Statistics & Data Science","","Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126, PSTAT 131, PSTAT 160A/160B","Yes","C/C++, Python, R","NumPy, Pandas, Scikit-learn, SciPy",1,""
"Female","2026","Yes","Computer Science/Computer Engineering","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 108A, PSTAT 120A","No","C/C++","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2026","Yes","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10","No","","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2026","No","Statistics & Data Science","Applied Psychology","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126","Yes","C/C++, Python, R, SQL","",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2025","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 117, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126, PSTAT 131, PSTAT 160A/160B","Yes","Python, R, SQL","NumPy",1,"Career fair, Company talks & Data talks"
"Male","2027","No","Computer Science/Computer Engineering","","Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 120A","No","C/C++, Python","NumPy, Pandas",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Statistics & Data Science","","Math 4A","No","JavaScript/TypeScript, Python","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Computer Science/Computer Engineering","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A","No","C/C++, Python","",0,"Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2025","No","Statistics & Data Science, ","","Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126, PSTAT 160A/160B","No","C/C++, Java, Python, R, SQL","NumPy, Pandas, Scikit-learn",2,"Career fair, Project groups"
"Male","2027","No","Statistics & Data Science, Sociology","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A","No","Python","NumPy",0,"Career fair, Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2026","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A","No","C/C++, Python, R, SQL","NumPy",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2026","Yes","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10","No","Java, Python, R","",1,"Career fair, Social events"
"Male","2028","No","Statistics & Data Science","None","Math 4A, PSTAT 10","No","Java, JavaScript/TypeScript, Python, R, SQL","NumPy, Pandas",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2027","No","Computer Science/Computer Engineering","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, PSTAT 120A","No","C/C++, Java, JavaScript/TypeScript, Python","NumPy, PyTorch",1,"Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2027","No","Statistics & Data Science","N/A","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, PSTAT 10","No","Python","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, PSTAT 10","No","","",0,"Project groups"
"Female","2026","No","Psychological & Brain Sciences, Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, PSTAT 120A","No","Python, R","NumPy",2,"Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2025","No","Economics/Economics & Accounting, Financial Math & Statistics","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 117, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126, PSTAT 131, PSTAT 160A/160B","Yes","Python, R, SQL","NumPy",0,"Career fair, Company talks & Data talks, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Statistics & Data Science","","CS 9, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A","No","Python, R, SQL","NumPy",0,"Career fair"
"Male","2027","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A","No","Python, R, SQL","NumPy, Pandas",0,"Career fair"
"Female","2027","No","Mathematics/Applied Mathematics, Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 108A, Math 117, PSTAT 10, PSTAT 120A","Yes","C/C++, Python, R, SQL","NumPy, Pandas",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus)","No","","",4,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2024","No","Electrical Engineering","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","C/C++, Java, Python","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Statistics & Data Science","","CS 9, Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B","No","Java, Python, R, SQL","Pandas",1,"Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2025","No","Financial Math & Statistics","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 117, PSTAT 10, PSTAT 120A, PSTAT 120B","No","Python, R, SQL","NumPy, SciPy",2,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.)"
"Female","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus)","No","Java, JavaScript/TypeScript, R","",2,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Computer Science/Computer Engineering","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40","No","C/C++, Java, JavaScript/TypeScript, Python","NumPy, Pandas",0,"Career fair, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2026","No","Economics/Economics & Accounting, Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 117, PSTAT 10, PSTAT 120A, PSTAT 120B","Yes","Python, R, SQL","NumPy, Pandas",0,"Career fair, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","Java","",0,"Career fair, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 120A","Yes","Java, JavaScript/TypeScript, Python, R, SQL","NumPy, Pandas, PyTorch, Scikit-learn, SciPy",2,"Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2027","No","Mathematics/Applied Mathematics","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A","Yes","C/C++, Java, R","",0,"Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2025","Yes","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 120A, PSTAT 120B, PSTAT 126","No","Python, R","NumPy, PyTorch",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2024","Yes","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 108A, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126, PSTAT 131, PSTAT 160A/160B","Yes","Python, R, SQL","NumPy, Pandas, PyTorch, Scikit-learn, SciPy",3,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events"
"Male","2026","Yes","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, PSTAT 10","No","C/C++, Java, JavaScript/TypeScript, Python, R, SQL","Pandas",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2026","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10","No","Python, R, SQL","",0,"Career fair, Company talks & Data talks, Project groups"
"Male","2027","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, PSTAT 10","No","C/C++, Java, JavaScript/TypeScript, Python, R","NumPy, Pandas",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Computer Science/Computer Engineering","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","C/C++, Java, Python","NumPy",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A","Yes","JavaScript/TypeScript, Python","",0,"Company talks & Data talks, Social events, Project groups"
"Male","2025","Yes","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126, PSTAT 160A/160B","No","C/C++, Java, JavaScript/TypeScript, Python, R","NumPy, Pandas",1,"Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2026","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 120A, PSTAT 120B, PSTAT 126","No","Java, JavaScript/TypeScript, Python, R","",1,"Career fair, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Computer Science/Computer Engineering","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","C/C++, Java, Python","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2026","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126","No","Python, R, SQL","",0,"Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2026","No","Economics/Economics & Accounting","Stats","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, PSTAT 120A, PSTAT 120B","No","R","",2,"Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2027","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A","Yes","Python","",2,"Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2027","No","Economics/Economics & Accounting, Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, PSTAT 10, PSTAT 120A","Yes","C/C++, JavaScript/TypeScript, Python, R, SQL","NumPy, Pandas",3,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
